         13818570 function calls (13376631 primitive calls) in 83.127 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:3641(register_open)
       48    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\traceback.py:292(walk_stack)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\PngImagePlugin.py:547(chunk_pHYs)
       44    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1615(_getconfigure1)
       10    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\util.py:175(_escape_regex_range_chars)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:18708(<setcomp>)
       11    0.000    0.000    0.000    0.000 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:685(on_pan_release)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:3941(set_boxstyle)
       30    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:11850(get)
       45    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:363(set)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:3717(register_extensions)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:3267(ndim)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\PngImagePlugin.py:467(chunk_IDAT)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:5022(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:1017(_set_alpha_for_array)
       10    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       99    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:287(getmodebase)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:1150(set_fontweight)
       99    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:142(<dictcomp>)
       32    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_axes.py:903(_check_no_units)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\os.py:746(encodekey)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\typing.py:614(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numeric.py:65(zeros_like)
       16    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\cycler\__init__.py:185(keys)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1272(getLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numeric.py:143(ones)
       34    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\GUI.py:120(quit_software)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:3360(index)
      114    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:4638(recurse)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\gridspec.py:216(_normalize)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       20    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\weakref.py:500(update)
        5    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\typing.py:420(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:3706(register_extension)
       65    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       73    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:2129(get_matrix)
       65    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:2034(wm_geometry)
       17    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\linalg\_linalg.py:198(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:966(copy)
      233    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:1960(recurse)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\ntpath.py:221(dirname)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\enum.py:528(_find_new_)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\rcsetup.py:151(validate_bool)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageFile.py:260(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\traceback.py:153(_some_str)
       22    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:76(__init__)
      102    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:4361(<genexpr>)
       30    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\traceback.py:531(_load_lines)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:509(get)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_tight_layout.py:160(get_subplotspec_list)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:1969(set_pickradius)
       51    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:119(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\pathlib.py:714(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\BmpImagePlugin.py:63(BmpImageFile)
       17    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\linalg\_linalg.py:192(_assert_stacked_2d)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:946(__init__)
      128    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:4350(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageMode.py:37(getmode)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:756(set_interpolation)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\helpers.py:250(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\projections\__init__.py:110(get_projection_class)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:22814(_squeeze_axes)
       37    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\ttk.py:34(_load_tile)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:1640(sca)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\contextlib.py:215(contextmanager)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1800(grid_rowconfigure)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1410(contains_branch_seperately)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:2302(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:783(__copy__)
       15    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:52(<lambda>)
       11    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\widgets.py:61(locked)
       24    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:191(set_axis)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\shape_base.py:81(atleast_2d)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\patches.py:4088(set_bounds)
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:2217(wm_title)
       64    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:547(_swapaxes_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:5838(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\gridspec.py:416(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:2120(add)
       19    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1019(minposx)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:358(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\spines.py:548(from_dict)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageMath.py:27(_Operand)
       36    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:838(_get_autoscale_on)
       39    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\layout_engine.py:190(set)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       21    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\transforms.py:1034(minposy)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\ntpath.py:203(splitext)
       25    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\backend_bases.py:1220(guiEvent)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\typing.py:174(_collect_type_vars)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\cycler\__init__.py:334(__len__)
       14    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
       54    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:405(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1424(quit)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\text.py:596(set_clip_on)
       50    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:152(<dictcomp>)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        9    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:432(_generate_overlap_table)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\weakref.py:407(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:3388(_decompression_bomb_check)
       16    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:316(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\getlimits.py:688(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\enum.py:496(_find_data_type)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:2482(_unit_change_handler)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\typing.py:602(_is_dunder)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:3305(add_separator)
        9    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:847(<dictcomp>)
       23    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:11798(add)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1401(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:978(addgroup)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:520(set_useLocale)
        5    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\markers.py:508(_half_fill)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:521(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\cycler\__init__.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\_mathtext.py:2013(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:6978(is_mmstack)
       34    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_arraysetops_impl.py:131(_unpack_tuple)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\commondialog.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:288(get_size)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:784(set_interpolation_stage)
      115    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:4351(<genexpr>)
       34    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       63    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\fromnumeric.py:2605(_cumsum_dispatcher)
       47    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:583(mode)
       15    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\traceback.py:272(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\_core\numeric.py:376(full_like)
       42    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:354(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_compile.py:416(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted_and_has_non_nan}
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:2760(_get_renderer)
       26    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\typing.py:927(__init_subclass__)
       64    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\artist.py:889(get_clip_path)
       42    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:367(<dictcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:531(locator)
       32    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\typing.py:201(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:1643(cget)
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:4710(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\figure.py:3055(get_size_inches)
       51    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:336(get_children)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:713(_set_loc)
       11    0.000    0.000    0.000    0.000 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:666(on_pan_press)
       17    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:869(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\image.py:807(set_resample)
       54    0.000    0.000    0.000    0.000 {built-in method math.factorial}
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\functools.py:934(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:5323(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:9973(is_memmappable)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\os.py:1073(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_shape_base_impl.py:1197(tile)
        1    0.000    0.000    0.000    0.000 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\data_viewer.py:75(enable_functionalities_post_load)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\genericpath.py:121(_splitext)
       30    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\_shape_base_impl.py:797(_split_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:416(to_rgba_array)
       15    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\core.py:1750(suppress)
        6    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\legend.py:825(get_legend_handler)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\enum.py:28(_is_sunder)
       21    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\cbook.py:97(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:372(<dictcomp>)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:542(formatter)
       18    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\pyparsing\results.py:222(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\enum.py:20(_is_dunder)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:860(_set_extremes)
       26    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:842(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:17346(BIG_LE)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\tkinter\__init__.py:2090(wm_iconname)
       10    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\gridspec.py:766(update)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\codecs.py:260(__init__)
       31    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:579(size)
       30    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axes\_base.py:446(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\colors.py:355(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\offsetbox.py:197(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       11    0.000    0.000    0.000    0.000 c:\Users\carlo\OneDrive\Documentos\Poli\TCC\MedicAnalysis_v2\image_viewer.py:645(on_release)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:7571(first)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\Image.py:3064(_check_size)
       12    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\axis.py:692(isDefault_majloc)
        2    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\sre_parse.py:258(getwhile)
        7    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\ticker.py:474(set_useOffset)
        1    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\tifffile\tifffile.py:12367(_set_dimensions)
        3    0.000    0.000    0.000    0.000 C:\Users\carlo\AppData\Local\Programs\Python\Python39\lib\site-packages\PIL\ImageTk.py:144(__str__)
